storage,ram,warranty,days_since_posted,brand_enc,model_enc,district_enc,cond_New,cond_Used,price,brand,model,district,condition
512.0,8.0,0,21,97917.97445255474,87801.75465945594,103293.80948314318,False,True,115100.0,Samsung,Galaxy A53,Jaffna,Used
128.0,8.0,1,90,257365.38849646822,269967.6191386011,95823.04900181488,True,False,283100.0,Apple,iPhone 12 Pro,Colombo,New
256.0,12.0,1,60,40497.74011299453,42694.96437108665,103711.00702576112,False,True,56300.0,Oppo,Oppo A74,Kandy,Used
64.0,6.0,1,180,40497.74011299453,63841.08313659533,103711.00702576112,True,False,67400.0,Oppo,Oppo Reno 5,Kandy,New
128.0,3.0,0,14,15386.073825503356,8333.520815155518,115991.70105414501,True,False,9000.0,Other,Itel A49,Mannar,New
128.0,4.0,0,2,97917.97445255474,81014.33059306446,111228.6323253798,True,False,76900.0,Samsung,Galaxy A52,Trincomalee,New
256.0,6.0,0,1,97917.97445255474,36716.2922561019,85661.14130434782,False,True,36700.0,Samsung,Galaxy A12,Gampaha,Used
128.0,6.0,1,180,97917.97445255474,54188.93971904517,95823.04900181488,True,False,64200.0,Samsung,Galaxy A23,Colombo,New
128.0,6.0,1,365,39362.87425149832,57853.598596687494,103711.00702576112,False,True,39400.0,Xiaomi,Redmi Note 12,Kandy,Used
256.0,6.0,0,30,257365.38849646822,346991.35595038394,111228.6323253798,False,True,332900.0,Apple,iPhone 14,Trincomalee,Used
128.0,8.0,1,0,257365.38849646822,140955.23143193364,93990.62876049172,False,True,131900.0,Apple,iPhone SE,Kegalle,Used
256.0,6.0,0,7,257365.38849646822,427761.19738151116,110952.47148247254,True,False,491200.0,Apple,iPhone 14 Pro,Kurunegala,New
128.0,8.0,0,90,40497.74011299453,63841.08313659533,93990.62876049172,False,True,60900.0,Oppo,Oppo Reno 5,Kegalle,Used
64.0,8.0,1,1,97917.97445255474,36716.2922561019,85661.14130434782,True,False,35300.0,Samsung,Galaxy A12,Gampaha,New
256.0,8.0,0,180,27953.91566265252,21961.50860801315,95823.04900181488,False,True,19100.0,Realme,Realme C25,Colombo,Used
128.0,6.0,0,2,97917.97445255474,111445.16141583124,95823.04900181488,True,False,108500.0,Samsung,Galaxy A72,Colombo,New
128.0,4.0,1,60,39362.87425149832,31999.27625116677,101644.83202809989,False,True,23000.0,Xiaomi,Redmi 10C,Nuwara Eliya,Used
256.0,12.0,1,6,97917.97445255474,253083.3507477765,85661.14130434782,False,True,308100.0,Samsung,Galaxy S23,Gampaha,Used
128.0,8.0,0,60,97917.97445255474,63063.303347058965,77233.95897938183,False,True,55000.0,Samsung,Galaxy A32,Monaragala,Used
128.0,8.0,0,30,97917.97445255474,33074.0016748767,95823.04900181488,False,True,28700.0,Samsung,Galaxy M12,Colombo,Used
256.0,6.0,0,180,15386.073825503356,26796.447781263545,101348.45814434181,False,True,26300.0,Other,Redmi Note 9,Galle,Used
128.0,3.0,0,180,15386.073825503356,15921.774967089843,85661.14130434782,False,True,13900.0,Other,Infinix Hot 12,Gampaha,Used
128.0,4.0,0,7,34074.161073877825,30661.765604484175,103711.00702576112,False,True,19200.0,Vivo,Vivo Y21s,Kandy,Used
512.0,6.0,0,21,97917.97445255474,63063.303347058965,101348.45814434181,False,True,74700.0,Samsung,Galaxy A32,Galle,Used
128.0,4.0,1,4,257365.38849646822,377823.79385442554,95823.04900181488,False,True,310600.0,Apple,iPhone 13 Pro,Colombo,Used
128.0,6.0,1,0,40497.74011299453,27691.00502306108,95823.04900181488,False,True,21800.0,Oppo,Oppo A16,Colombo,Used
128.0,6.0,1,14,257365.38849646822,377823.79385442554,83246.0201484606,False,True,324600.0,Apple,iPhone 13 Pro,Matara,Used
128.0,3.0,0,7,19583.721190036482,30429.332986661073,83246.0201484606,False,True,20900.0,Nokia,Nokia 5.4,Matara,Used
128.0,8.0,0,6,257365.38849646822,269967.6191386011,101644.83202809989,False,True,228200.0,Apple,iPhone 12 Pro,Nuwara Eliya,Used
128.0,4.0,0,6,257365.38849646822,140955.23143193364,95823.04900181488,False,True,105700.0,Apple,iPhone SE,Colombo,Used
256.0,6.0,0,180,257365.38849646822,154621.87676715612,95823.04900181488,False,True,135300.0,Apple,iPhone XS Max,Colombo,Used
512.0,12.0,0,1,257365.38849646822,154621.87676715612,95823.04900181488,False,True,203600.0,Apple,iPhone XS Max,Colombo,Used
128.0,6.0,0,6,97917.97445255474,48782.851526856786,91916.9849169941,False,True,38700.0,Samsung,Galaxy M32,Anuradhapura,Used
256.0,12.0,1,2,97917.97445255474,169323.4803932598,110952.47148247254,True,False,254500.0,Samsung,Galaxy S21,Kurunegala,New
128.0,4.0,0,14,27953.91566265252,52346.56883936626,111717.76085735158,False,True,43300.0,Realme,Realme GT Neo 2,Unknown,Used
128.0,8.0,1,365,27953.91566265252,19795.34635056526,82392.69750409125,False,True,13300.0,Realme,Realme C30,Badulla,Used
512.0,12.0,1,7,30231.324744260754,26330.44096923781,85661.14130434782,False,True,32800.0,Motorola,Moto E40,Gampaha,Used
32.0,3.0,0,14,97917.97445255474,87801.75465945594,103711.00702576112,False,True,46500.0,Samsung,Galaxy A53,Kandy,Used
64.0,6.0,0,3,15386.073825503356,8333.520815155518,103711.00702576112,False,True,7600.0,Other,Itel A49,Kandy,Used
128.0,4.0,0,90,34074.161073877825,27440.34868471268,95823.04900181488,False,True,20700.0,Vivo,Vivo Y33s,Colombo,Used
128.0,6.0,0,7,257365.38849646822,140955.23143193364,85661.14130434782,True,False,131700.0,Apple,iPhone SE,Gampaha,New
64.0,4.0,1,30,34074.161073877825,40875.88097580751,95823.04900181488,False,True,29200.0,Vivo,Vivo Y75,Colombo,Used
64.0,6.0,0,14,257365.38849646822,280262.88759545796,94554.46428776065,False,True,201300.0,Apple,iPhone 13,Kalutara,Used
128.0,6.0,1,90,112310.1101226048,69642.55098361245,95823.04900181488,True,False,68600.0,Oneplus,OnePlus Nord CE,Colombo,New
128.0,6.0,0,30,97917.97445255474,195397.13717498505,100507.63829246433,False,True,162500.0,Samsung,Galaxy S22,Ratnapura,Used
128.0,6.0,0,14,39362.87425149832,31999.27625116677,85661.14130434782,False,True,24600.0,Xiaomi,Redmi 10C,Gampaha,Used
128.0,8.0,1,3,39362.87425149832,57853.598596687494,95823.04900181488,False,True,55400.0,Xiaomi,Redmi Note 12,Colombo,Used
64.0,6.0,0,14,40497.74011299453,53522.71067862169,103293.80948314318,False,True,35400.0,Oppo,Oppo A92,Jaffna,Used
128.0,8.0,1,7,97917.97445255474,36716.2922561019,95823.04900181488,False,True,35800.0,Samsung,Galaxy A12,Colombo,Used
128.0,6.0,0,60,40497.74011299453,43047.454393762484,103293.80948314318,False,True,33400.0,Oppo,Oppo F19,Jaffna,Used
256.0,8.0,1,180,27953.91566265252,25864.696434646437,95823.04900181488,False,True,27500.0,Realme,Realme 8,Colombo,Used
512.0,6.0,0,0,34074.161073877825,65264.916412581406,95823.04900181488,False,True,74200.0,Vivo,Vivo V21,Colombo,Used
128.0,4.0,0,14,40497.74011299453,37119.528191581325,101348.45814434181,False,True,25400.0,Oppo,Oppo A54,Galle,Used
256.0,12.0,1,90,39362.87425149832,31999.27625116677,91916.9849169941,False,True,33800.0,Xiaomi,Redmi 10C,Anuradhapura,Used
64.0,4.0,1,21,40497.74011299453,63841.08313659533,85661.14130434782,False,True,50500.0,Oppo,Oppo Reno 5,Gampaha,Used
128.0,8.0,0,60,39362.87425149832,40934.060610937835,94554.46428776065,False,True,34900.0,Xiaomi,Poco M4 Pro,Kalutara,Used
256.0,6.0,0,30,257365.38849646822,427761.19738151116,94554.46428776065,False,True,432300.0,Apple,iPhone 14 Pro,Kalutara,Used
32.0,4.0,0,7,34074.161073877825,33135.55697285718,103293.80948314318,True,False,25300.0,Vivo,Vivo Y53s,Jaffna,New
64.0,6.0,1,21,15386.073825503356,8333.520815155518,101348.45814434181,False,True,8000.0,Other,Itel A49,Galle,Used
128.0,8.0,0,7,34074.161073877825,40875.88097580751,111228.6323253798,True,False,41200.0,Vivo,Vivo Y75,Trincomalee,New
128.0,8.0,0,21,97917.97445255474,33074.0016748767,83246.0201484606,False,True,28100.0,Samsung,Galaxy M12,Matara,Used
512.0,8.0,0,90,27953.91566265252,24676.078536864414,95823.04900181488,False,True,28000.0,Realme,Realme Narzo 50,Colombo,Used
256.0,8.0,0,90,257365.38849646822,221074.4410842764,85661.14130434782,True,False,271700.0,Apple,iPhone 12,Gampaha,New
256.0,8.0,1,6,257365.38849646822,269967.6191386011,95823.04900181488,True,False,419300.0,Apple,iPhone 12 Pro,Colombo,New
64.0,6.0,1,7,257365.38849646822,381601.4887660484,93990.62876049172,False,True,284000.0,Apple,iPhone 15,Kegalle,Used
32.0,2.0,0,14,15386.073825503356,15921.774967089843,103293.80948314318,True,False,11500.0,Other,Infinix Hot 12,Jaffna,New
64.0,3.0,0,3,15386.073825503356,22178.497213481493,95823.04900181488,True,False,18800.0,Other,Redmi 10,Colombo,New
32.0,2.0,1,21,40497.74011299453,43047.454393762484,82392.69750409125,True,False,26100.0,Oppo,Oppo F19,Badulla,New
256.0,6.0,1,90,19583.721190036482,19288.194779797588,77233.95897938183,False,True,18500.0,Nokia,Nokia G10,Monaragala,Used
64.0,6.0,0,21,30231.324744260754,34748.85656212868,95823.04900181488,False,True,20300.0,Motorola,Moto G30,Colombo,Used
512.0,6.0,0,365,257365.38849646822,377823.79385442554,71138.72690290223,True,False,428400.0,Apple,iPhone 13 Pro,Hambantota,New
128.0,4.0,0,180,30231.324744260754,41828.615814658624,103711.00702576112,True,False,30300.0,Motorola,Moto G62,Kandy,New
32.0,3.0,1,5,97917.97445255474,36716.2922561019,95823.04900181488,False,True,21000.0,Samsung,Galaxy A12,Colombo,Used
64.0,4.0,1,90,69119.74921630374,76593.7240697723,83246.0201484606,True,False,72800.0,Huawei,Huawei P30,Matara,New
512.0,8.0,0,180,257365.38849646822,221074.4410842764,110952.47148247254,False,True,247600.0,Apple,iPhone 12,Kurunegala,Used
128.0,6.0,1,5,257365.38849646822,130572.75152919091,71138.72690290223,False,True,113500.0,Apple,iPhone X,Hambantota,Used
256.0,12.0,1,60,112310.1101226048,110106.22788148513,91916.9849169941,False,True,133300.0,Oneplus,OnePlus 9,Anuradhapura,Used
64.0,8.0,0,30,69119.74921630374,89998.6629501347,95823.04900181488,False,True,71900.0,Huawei,Huawei Mate 30,Colombo,Used
128.0,6.0,0,5,112310.1101226048,69642.55098361245,110952.47148247254,False,True,48400.0,Oneplus,OnePlus Nord CE,Kurunegala,Used
32.0,4.0,0,1,69119.74921630374,49548.710433680935,95823.04900181488,True,False,37800.0,Huawei,Huawei P40 Lite,Colombo,New
32.0,3.0,0,30,39362.87425149832,40934.060610937835,85661.14130434782,True,False,24800.0,Xiaomi,Poco M4 Pro,Gampaha,New
512.0,6.0,1,90,257365.38849646822,377823.79385442554,101644.83202809989,True,False,542100.0,Apple,iPhone 13 Pro,Nuwara Eliya,New
512.0,12.0,0,7,39362.87425149832,40934.060610937835,101348.45814434181,False,True,55700.0,Xiaomi,Poco M4 Pro,Galle,Used
256.0,8.0,0,365,257365.38849646822,427761.19738151116,95823.04900181488,False,True,347100.0,Apple,iPhone 14 Pro,Colombo,Used
128.0,4.0,1,6,97917.97445255474,48782.851526856786,95823.04900181488,True,False,46800.0,Samsung,Galaxy M32,Colombo,New
64.0,3.0,0,1,15386.073825503356,11711.031529132475,101149.44293738395,False,True,8100.0,Other,Tecno Pop 5,Ampara,Used
128.0,4.0,0,14,97917.97445255474,40701.562497311475,85661.14130434782,False,True,31100.0,Samsung,Galaxy A13,Gampaha,Used
128.0,6.0,0,180,34074.161073877825,27091.48565029078,101644.83202809989,False,True,17000.0,Vivo,Vivo Y20,Nuwara Eliya,Used
256.0,8.0,0,60,112310.1101226048,97091.16376285558,103711.00702576112,True,False,112000.0,Oneplus,OnePlus 9R,Kandy,New
512.0,12.0,1,14,257365.38849646822,427761.19738151116,101348.45814434181,False,True,611600.0,Apple,iPhone 14 Pro,Galle,Used
64.0,8.0,1,180,27953.91566265252,24676.078536864414,85661.14130434782,False,True,17300.0,Realme,Realme Narzo 50,Gampaha,Used
256.0,6.0,0,7,97917.97445255474,87801.75465945594,85661.14130434782,False,True,98700.0,Samsung,Galaxy A53,Gampaha,Used
256.0,8.0,0,6,97917.97445255474,33074.0016748767,85661.14130434782,False,True,35500.0,Samsung,Galaxy M12,Gampaha,Used
32.0,3.0,0,30,39362.87425149832,31900.139324537093,94554.46428776065,False,True,13700.0,Xiaomi,Redmi 12C,Kalutara,Used
256.0,12.0,0,6,257365.38849646822,140339.59996967835,111228.6323253798,False,True,145200.0,Apple,iPhone XR,Trincomalee,Used
256.0,6.0,0,14,257365.38849646822,140339.59996967835,101348.45814434181,True,False,154400.0,Apple,iPhone XR,Galle,New
256.0,6.0,0,60,97917.97445255474,54188.93971904517,85661.14130434782,True,False,64300.0,Samsung,Galaxy A23,Gampaha,New
64.0,4.0,0,5,27953.91566265252,24676.078536864414,95823.04900181488,False,True,14900.0,Realme,Realme Narzo 50,Colombo,Used
256.0,8.0,1,7,40497.74011299453,43047.454393762484,95823.04900181488,False,True,49500.0,Oppo,Oppo F19,Colombo,Used
128.0,8.0,0,7,97917.97445255474,33074.0016748767,85661.14130434782,False,True,27900.0,Samsung,Galaxy M12,Gampaha,Used
64.0,6.0,0,21,257365.38849646822,140339.59996967835,111228.6323253798,True,False,104500.0,Apple,iPhone XR,Trincomalee,New
32.0,4.0,1,1,97917.97445255474,40701.562497311475,95823.04900181488,False,True,25000.0,Samsung,Galaxy A13,Colombo,Used
256.0,12.0,1,2,112310.1101226048,97091.16376285558,101348.45814434181,False,True,118900.0,Oneplus,OnePlus 9R,Galle,Used
128.0,6.0,1,6,40497.74011299453,35090.253383405914,85661.14130434782,False,True,31900.0,Oppo,Oppo A57,Gampaha,Used
128.0,6.0,0,365,97917.97445255474,169323.4803932598,103711.00702576112,True,False,155600.0,Samsung,Galaxy S21,Kandy,New
256.0,8.0,0,30,40497.74011299453,37119.528191581325,94554.46428776065,False,True,34700.0,Oppo,Oppo A54,Kalutara,Used
512.0,4.0,0,30,19583.721190036482,32502.02687313935,91916.9849169941,True,False,40200.0,Nokia,Nokia G21,Anuradhapura,New
128.0,8.0,0,180,257365.38849646822,427761.19738151116,111228.6323253798,False,True,322800.0,Apple,iPhone 14 Pro,Trincomalee,Used
64.0,6.0,1,2,30231.324744260754,34748.85656212868,103711.00702576112,True,False,27200.0,Motorola,Moto G30,Kandy,New
512.0,6.0,1,14,257365.38849646822,269967.6191386011,101644.83202809989,True,False,386600.0,Apple,iPhone 12 Pro,Nuwara Eliya,New
128.0,4.0,1,30,97917.97445255474,54188.93971904517,85661.14130434782,False,True,47100.0,Samsung,Galaxy A23,Gampaha,Used
512.0,12.0,1,90,257365.38849646822,346991.35595038394,103711.00702576112,False,True,485800.0,Apple,iPhone 14,Kandy,Used
64.0,8.0,1,180,27953.91566265252,52346.56883936626,95823.04900181488,True,False,55600.0,Realme,Realme GT Neo 2,Colombo,New
128.0,4.0,0,5,34074.161073877825,33135.55697285718,111228.6323253798,True,False,28900.0,Vivo,Vivo Y53s,Trincomalee,New
128.0,6.0,1,7,15386.073825503356,15486.906190689504,103711.00702576112,False,True,14100.0,Other,Redmi 9A,Kandy,Used
256.0,12.0,0,7,257365.38849646822,381601.4887660484,71138.72690290223,False,True,429800.0,Apple,iPhone 15,Hambantota,Used
64.0,4.0,1,180,97917.97445255474,81014.33059306446,85661.14130434782,False,True,57500.0,Samsung,Galaxy A52,Gampaha,Used
128.0,6.0,1,180,112310.1101226048,69642.55098361245,95823.04900181488,True,False,56600.0,Oneplus,OnePlus Nord CE,Colombo,New
32.0,3.0,0,30,15386.073825503356,15921.774967089843,79284.01182438398,False,True,10600.0,Other,Infinix Hot 12,Matale,Used
256.0,8.0,0,21,19583.721190036482,30429.332986661073,71138.72690290223,True,False,41200.0,Nokia,Nokia 5.4,Hambantota,New
512.0,12.0,0,90,257365.38849646822,269967.6191386011,95823.04900181488,False,True,335000.0,Apple,iPhone 12 Pro,Colombo,Used
128.0,4.0,0,180,15386.073825503356,26796.447781263545,91916.9849169941,True,False,22800.0,Other,Redmi Note 9,Anuradhapura,New
512.0,12.0,1,180,257365.38849646822,221074.4410842764,91916.9849169941,False,True,301300.0,Apple,iPhone 12,Anuradhapura,Used
256.0,12.0,0,21,257365.38849646822,269967.6191386011,103711.00702576112,False,True,297000.0,Apple,iPhone 12 Pro,Kandy,Used
128.0,4.0,1,60,257365.38849646822,140955.23143193364,77233.95897938183,True,False,158100.0,Apple,iPhone SE,Monaragala,New
256.0,6.0,0,6,40497.74011299453,42694.96437108665,82392.69750409125,True,False,54200.0,Oppo,Oppo A74,Badulla,New
256.0,6.0,0,21,97917.97445255474,54188.93971904517,85661.14130434782,False,True,55200.0,Samsung,Galaxy A23,Gampaha,Used
128.0,4.0,1,14,97917.97445255474,253083.3507477765,111228.6323253798,True,False,289400.0,Samsung,Galaxy S23,Trincomalee,New
128.0,4.0,0,60,39362.87425149832,47890.90705801962,95823.04900181488,False,True,36200.0,Xiaomi,Poco X3,Colombo,Used
128.0,6.0,0,90,39362.87425149832,31900.139324537093,95823.04900181488,False,True,19500.0,Xiaomi,Redmi 12C,Colombo,Used
256.0,6.0,0,14,97917.97445255474,54188.93971904517,103711.00702576112,False,True,56000.0,Samsung,Galaxy A23,Kandy,Used
128.0,4.0,0,21,27953.91566265252,21961.50860801315,71138.72690290223,False,True,14600.0,Realme,Realme C25,Hambantota,Used
512.0,8.0,0,60,69119.74921630374,76593.7240697723,95823.04900181488,False,True,97200.0,Huawei,Huawei P30,Colombo,Used
256.0,8.0,0,4,27953.91566265252,21961.50860801315,85661.14130434782,True,False,24500.0,Realme,Realme C25,Gampaha,New
128.0,8.0,0,14,257365.38849646822,130572.75152919091,94554.46428776065,False,True,106100.0,Apple,iPhone X,Kalutara,Used
256.0,8.0,1,7,257365.38849646822,173787.27283977624,95823.04900181488,False,True,198400.0,Apple,iPhone 11,Colombo,Used
256.0,6.0,0,60,257365.38849646822,154621.87676715612,111228.6323253798,False,True,151400.0,Apple,iPhone XS Max,Trincomalee,Used
64.0,6.0,1,60,97917.97445255474,63063.303347058965,95823.04900181488,True,False,57300.0,Samsung,Galaxy A32,Colombo,New
64.0,4.0,1,90,15386.073825503356,22178.497213481493,77233.95897938183,False,True,13600.0,Other,Redmi 10,Monaragala,Used
128.0,4.0,0,1,97917.97445255474,253083.3507477765,85661.14130434782,True,False,235100.0,Samsung,Galaxy S23,Gampaha,New
64.0,6.0,0,21,15386.073825503356,8333.520815155518,95823.04900181488,False,True,7100.0,Other,Itel A49,Colombo,Used
128.0,4.0,1,21,15386.073825503356,15486.906190689504,103711.00702576112,False,True,13300.0,Other,Redmi 9A,Kandy,Used
128.0,8.0,0,180,257365.38849646822,377823.79385442554,95823.04900181488,True,False,396900.0,Apple,iPhone 13 Pro,Colombo,New
256.0,8.0,1,21,257365.38849646822,140339.59996967835,95823.04900181488,True,False,180300.0,Apple,iPhone XR,Colombo,New
128.0,4.0,0,0,97917.97445255474,48782.851526856786,94554.46428776065,False,True,37300.0,Samsung,Galaxy M32,Kalutara,Used
128.0,8.0,0,30,69119.74921630374,49548.710433680935,103711.00702576112,False,True,43100.0,Huawei,Huawei P40 Lite,Kandy,Used
64.0,4.0,0,3,27953.91566265252,52346.56883936626,103293.80948314318,True,False,42000.0,Realme,Realme GT Neo 2,Jaffna,New
32.0,3.0,1,60,39362.87425149832,52365.87680322117,103711.00702576112,False,True,24700.0,Xiaomi,Redmi Note 11,Kandy,Used
32.0,2.0,1,7,15386.073825503356,18775.993614846906,71138.72690290223,True,False,13200.0,Other,Redmi 9C,Hambantota,New
64.0,6.0,0,21,40497.74011299453,42694.96437108665,83246.0201484606,False,True,33600.0,Oppo,Oppo A74,Matara,Used
128.0,6.0,1,3,97917.97445255474,253083.3507477765,93990.62876049172,True,False,270900.0,Samsung,Galaxy S23,Kegalle,New
64.0,4.0,0,60,97917.97445255474,81014.33059306446,95823.04900181488,True,False,72300.0,Samsung,Galaxy A52,Colombo,New
64.0,4.0,0,180,15386.073825503356,26796.447781263545,82392.69750409125,False,True,16800.0,Other,Redmi Note 9,Badulla,Used
256.0,12.0,0,14,257365.38849646822,377823.79385442554,100507.63829246433,False,True,415300.0,Apple,iPhone 13 Pro,Ratnapura,Used
128.0,4.0,0,4,97917.97445255474,54188.93971904517,95823.04900181488,False,True,41300.0,Samsung,Galaxy A23,Colombo,Used
128.0,4.0,0,180,15386.073825503356,18775.993614846906,87796.20740059376,False,True,12500.0,Other,Redmi 9C,Batticaloa,Used
64.0,4.0,0,30,34074.161073877825,33135.55697285718,93990.62876049172,False,True,21300.0,Vivo,Vivo Y53s,Kegalle,Used
256.0,6.0,0,7,257365.38849646822,221074.4410842764,91916.9849169941,False,True,222400.0,Apple,iPhone 12,Anuradhapura,Used
64.0,4.0,1,90,15386.073825503356,15486.906190689504,85661.14130434782,True,False,12500.0,Other,Redmi 9A,Gampaha,New
512.0,12.0,1,30,40497.74011299453,42694.96437108665,107774.78187801622,True,False,79900.0,Oppo,Oppo A74,Puttalam,New
128.0,4.0,0,14,15386.073825503356,26796.447781263545,95823.04900181488,False,True,20900.0,Other,Redmi Note 9,Colombo,Used
128.0,8.0,0,180,27953.91566265252,28737.602866155034,94554.46428776065,True,False,32200.0,Realme,Realme 9,Kalutara,New
64.0,4.0,0,14,15386.073825503356,15921.774967089843,95823.04900181488,False,True,13500.0,Other,Infinix Hot 12,Colombo,Used
128.0,6.0,1,7,40497.74011299453,37119.528191581325,83246.0201484606,False,True,31600.0,Oppo,Oppo A54,Matara,Used
256.0,12.0,1,21,257365.38849646822,140339.59996967835,82392.69750409125,True,False,212900.0,Apple,iPhone XR,Badulla,New
32.0,2.0,0,180,69119.74921630374,76593.7240697723,103293.80948314318,True,False,48400.0,Huawei,Huawei P30,Jaffna,New
256.0,6.0,1,90,257365.38849646822,427761.19738151116,85661.14130434782,False,True,436400.0,Apple,iPhone 14 Pro,Gampaha,Used
32.0,4.0,0,180,34074.161073877825,65264.916412581406,83246.0201484606,True,False,38900.0,Vivo,Vivo V21,Matara,New
128.0,8.0,1,1,40497.74011299453,53522.71067862169,91916.9849169941,False,True,51400.0,Oppo,Oppo A92,Anuradhapura,Used
64.0,4.0,0,60,27953.91566265252,25864.696434646437,94554.46428776065,False,True,15900.0,Realme,Realme 8,Kalutara,Used
128.0,6.0,0,1,30231.324744260754,34748.85656212868,107774.78187801622,False,True,24000.0,Motorola,Moto G30,Puttalam,Used
256.0,6.0,1,90,112310.1101226048,97091.16376285558,111228.6323253798,False,True,95900.0,Oneplus,OnePlus 9R,Trincomalee,Used
128.0,8.0,0,180,97917.97445255474,169323.4803932598,91916.9849169941,True,False,194800.0,Samsung,Galaxy S21,Anuradhapura,New
32.0,4.0,0,5,27953.91566265252,21961.50860801315,85661.14130434782,False,True,10400.0,Realme,Realme C25,Gampaha,Used
128.0,6.0,0,30,257365.38849646822,280262.88759545796,103711.00702576112,True,False,256600.0,Apple,iPhone 13,Kandy,New
32.0,4.0,0,60,39362.87425149832,31999.27625116677,95823.04900181488,False,True,15900.0,Xiaomi,Redmi 10C,Colombo,Used
256.0,6.0,0,90,97917.97445255474,33074.0016748767,101149.44293738395,True,False,38600.0,Samsung,Galaxy M12,Ampara,New
128.0,8.0,0,21,97917.97445255474,253083.3507477765,103711.00702576112,False,True,227800.0,Samsung,Galaxy S23,Kandy,Used
128.0,6.0,1,180,97917.97445255474,40701.562497311475,100507.63829246433,False,True,35300.0,Samsung,Galaxy A13,Ratnapura,Used
512.0,6.0,0,60,97917.97445255474,33074.0016748767,101348.45814434181,False,True,37900.0,Samsung,Galaxy M12,Galle,Used
128.0,6.0,0,60,39362.87425149832,31900.139324537093,85661.14130434782,True,False,24000.0,Xiaomi,Redmi 12C,Gampaha,New
512.0,12.0,1,14,97917.97445255474,36716.2922561019,101348.45814434181,True,False,62500.0,Samsung,Galaxy A12,Galle,New
128.0,4.0,1,365,69119.74921630374,49548.710433680935,71138.72690290223,False,True,35900.0,Huawei,Huawei P40 Lite,Hambantota,Used
32.0,2.0,1,90,15386.073825503356,15921.774967089843,85661.14130434782,True,False,14700.0,Other,Infinix Hot 12,Gampaha,New
128.0,4.0,0,7,19583.721190036482,23935.634614589275,95823.04900181488,True,False,18000.0,Nokia,Nokia 3.4,Colombo,New
64.0,6.0,0,2,39362.87425149832,47890.90705801962,95823.04900181488,True,False,43400.0,Xiaomi,Poco X3,Colombo,New
128.0,6.0,1,90,15386.073825503356,18775.993614846906,83246.0201484606,True,False,18900.0,Other,Redmi 9C,Matara,New
128.0,6.0,0,30,69119.74921630374,95982.16308907153,71138.72690290223,False,True,91100.0,Huawei,Huawei P30 Pro,Hambantota,Used
128.0,4.0,0,90,15386.073825503356,26796.447781263545,100507.63829246433,False,True,20500.0,Other,Redmi Note 9,Ratnapura,Used
128.0,4.0,0,0,19583.721190036482,19288.194779797588,103711.00702576112,False,True,14300.0,Nokia,Nokia G10,Kandy,Used
128.0,6.0,0,90,97917.97445255474,63063.303347058965,94554.46428776065,False,True,52900.0,Samsung,Galaxy A32,Kalutara,Used
128.0,6.0,1,60,39362.87425149832,31999.27625116677,85661.14130434782,False,True,25700.0,Xiaomi,Redmi 10C,Gampaha,Used
256.0,6.0,0,14,34074.161073877825,33135.55697285718,94554.46428776065,False,True,30200.0,Vivo,Vivo Y53s,Kalutara,Used
128.0,4.0,0,14,97917.97445255474,36716.2922561019,87796.20740059376,False,True,28000.0,Samsung,Galaxy A12,Batticaloa,Used
256.0,12.0,0,14,97917.97445255474,253083.3507477765,95823.04900181488,True,False,404700.0,Samsung,Galaxy S23,Colombo,New
128.0,8.0,0,60,257365.38849646822,173787.27283977624,101149.44293738395,False,True,135800.0,Apple,iPhone 11,Ampara,Used
128.0,4.0,0,30,39362.87425149832,41436.801783884606,95823.04900181488,True,False,34100.0,Xiaomi,Redmi Note 10,Colombo,New
128.0,4.0,0,60,34074.161073877825,27091.48565029078,85661.14130434782,False,True,17800.0,Vivo,Vivo Y20,Gampaha,Used
256.0,8.0,0,2,40497.74011299453,53522.71067862169,101348.45814434181,False,True,57300.0,Oppo,Oppo A92,Galle,Used
512.0,8.0,1,60,94936.78554610761,130871.36712056895,107774.78187801622,False,True,173200.0,Sony,Sony Xperia 1 III,Puttalam,Used
32.0,2.0,0,90,15386.073825503356,18775.993614846906,103293.80948314318,False,True,8700.0,Other,Redmi 9C,Jaffna,Used
512.0,12.0,0,6,27953.91566265252,21961.50860801315,102917.33403588989,False,True,27000.0,Realme,Realme C25,Kilinochchi,Used
256.0,8.0,0,7,34074.161073877825,27091.48565029078,85661.14130434782,False,True,23700.0,Vivo,Vivo Y20,Gampaha,Used
128.0,6.0,0,90,97917.97445255474,36716.2922561019,103293.80948314318,True,False,33700.0,Samsung,Galaxy A12,Jaffna,New
32.0,3.0,0,5,97917.97445255474,33074.0016748767,95823.04900181488,False,True,17000.0,Samsung,Galaxy M12,Colombo,Used
128.0,8.0,0,7,97917.97445255474,253083.3507477765,95823.04900181488,False,True,213800.0,Samsung,Galaxy S23,Colombo,Used
256.0,8.0,0,21,257365.38849646822,377823.79385442554,110952.47148247254,False,True,373600.0,Apple,iPhone 13 Pro,Kurunegala,Used
128.0,6.0,1,60,97917.97445255474,169323.4803932598,95823.04900181488,False,True,150200.0,Samsung,Galaxy S21,Colombo,Used
128.0,6.0,0,365,34074.161073877825,27440.34868471268,103711.00702576112,False,True,19800.0,Vivo,Vivo Y33s,Kandy,Used
128.0,4.0,0,3,15386.073825503356,26796.447781263545,100507.63829246433,True,False,26600.0,Other,Redmi Note 9,Ratnapura,New
